No.,Time,Source,Destination,Protocol,Length,Info,TTL,Flags,DSCP,LEN
156,7.263880775,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=70213 Win=160640 Len=0 TSval=1495228201 TSecr=4109514133,64,0x2,0x00,52
157,7.265760227,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
158,7.265779114,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=73109 Win=166528 Len=0 TSval=1495228203 TSecr=4109514136,64,0x2,0x00,52
159,7.269746866,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
160,7.269767356,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=76005 Win=172288 Len=0 TSval=1495228207 TSecr=4109514139,64,0x2,0x00,52
161,7.277617885,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
162,7.277654091,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=78901 Win=178048 Len=0 TSval=1495228215 TSecr=4109514142,64,0x2,0x00,52
163,7.288559331,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
164,7.288559814,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
165,7.288593984,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=81797 Win=183808 Len=0 TSval=1495228226 TSecr=4109514155,64,0x2,0x00,52
166,7.29132339,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=84693 Win=189696 Len=0 TSval=1495228228 TSecr=4109514156,64,0x2,0x00,52
167,7.292305254,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
168,7.292331923,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=87589 Win=195456 Len=0 TSval=1495228229 TSecr=4109514159,64,0x2,0x00,52
169,7.294041751,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
170,7.294061781,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=90485 Win=201216 Len=0 TSval=1495228231 TSecr=4109514162,64,0x2,0x00,52
171,7.296590557,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
172,7.296610302,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=93381 Win=206976 Len=0 TSval=1495228234 TSecr=4109514165,64,0x2,0x00,52
173,7.299606449,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
